ID;Conf;D1G-P;D1G-R;D1G-F1;D1Y-P;D1Y-R;D1Y-F1;D1R-P;D1R-R;D1R-F1;D1Accuracy;D2G-P;D2G-R;D2G-F1;D2Y-P;D2Y-R;D2Y-F1;D2R-P;D2R-R;D2R-F1;D2Accuracy
736;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 5, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'auto'};0.7674;0.7920;0.7795;0.6589;0.6746;0.6667;0.5952;0.5102;0.5495;0.6967;0.6667;0.3590;0.4667;0.6250;0.8108;0.7059;0.1053;0.1667;0.1290;0.5227
737;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 5, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'log2'};0.7619;0.7680;0.7649;0.6825;0.6825;0.6825;0.6250;0.6122;0.6186;0.7067;0.7105;0.6923;0.7013;0.5918;0.7838;0.6744;1.0000;0.0833;0.1538;0.6477
738;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 5, 'criterion': 'entropy', 'random_state': 42, 'max_features': None};0.7661;0.7600;0.7631;0.6562;0.6667;0.6614;0.6042;0.5918;0.5979;0.6933;0.6522;0.7692;0.7059;0.5897;0.6216;0.6053;0.6667;0.1667;0.2667;0.6250
739;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 5, 'criterion': 'entropy', 'random_state': 42, 'max_features': 0.5};0.7302;0.7360;0.7331;0.6462;0.6667;0.6562;0.7045;0.6327;0.6667;0.6900;0.6667;0.7692;0.7143;0.5349;0.6216;0.5750;0.0000;0.0000;0.0000;0.6023
740;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 5, 'criterion': 'gini', 'random_state': 42, 'max_features': 'auto'};0.7445;0.8160;0.7786;0.6949;0.6508;0.6721;0.5333;0.4898;0.5106;0.6933;0.3333;0.5128;0.4040;0.4545;0.1351;0.2083;0.0000;0.0000;0.0000;0.2841
741;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 5, 'criterion': 'gini', 'random_state': 42, 'max_features': 'log2'};0.7519;0.7760;0.7638;0.6557;0.6349;0.6452;0.4898;0.4898;0.4898;0.6700;0.5370;0.7436;0.6237;0.4839;0.4054;0.4412;0.6667;0.1667;0.2667;0.5227
742;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 5, 'criterion': 'gini', 'random_state': 42, 'max_features': None};0.7463;0.8000;0.7722;0.6800;0.6746;0.6773;0.4634;0.3878;0.4222;0.6800;0.8125;0.6667;0.7324;0.5660;0.8108;0.6667;0.0000;0.0000;0.0000;0.6364
743;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 5, 'criterion': 'gini', 'random_state': 42, 'max_features': 0.5};0.7727;0.8160;0.7938;0.7333;0.6984;0.7154;0.6250;0.6122;0.6186;0.7333;1.0000;0.6410;0.7813;0.5873;1.0000;0.7400;0.0000;0.0000;0.0000;0.7045
744;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 10, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'auto'};0.7520;0.7520;0.7520;0.6496;0.6032;0.6255;0.4483;0.5306;0.4860;0.6533;0.4359;0.8718;0.5812;0.2000;0.0541;0.0851;0.0000;0.0000;0.0000;0.4091
745;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 10, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'log2'};0.7597;0.7840;0.7717;0.6639;0.6270;0.6449;0.5192;0.5510;0.5347;0.6800;0.7105;0.6923;0.7013;0.6042;0.7838;0.6824;1.0000;0.1667;0.2857;0.6591
746;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 10, 'criterion': 'entropy', 'random_state': 42, 'max_features': None};0.7519;0.8000;0.7752;0.7130;0.6508;0.6805;0.6346;0.6735;0.6535;0.7167;0.6481;0.8974;0.7527;0.6250;0.5405;0.5797;0.0000;0.0000;0.0000;0.6250
747;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 10, 'criterion': 'entropy', 'random_state': 42, 'max_features': 0.5};0.7652;0.8080;0.7860;0.7265;0.6746;0.6996;0.7255;0.7551;0.7400;0.7433;1.0000;0.6410;0.7813;0.5873;1.0000;0.7400;0.0000;0.0000;0.0000;0.7045
748;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 10, 'criterion': 'gini', 'random_state': 42, 'max_features': 'auto'};0.6963;0.7520;0.7231;0.6410;0.5952;0.6173;0.4792;0.4694;0.4742;0.6400;0.4507;0.8205;0.5818;0.2143;0.0811;0.1176;0.6667;0.1667;0.2667;0.4205
749;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 10, 'criterion': 'gini', 'random_state': 42, 'max_features': 'log2'};0.7000;0.7840;0.7396;0.6491;0.5873;0.6167;0.5000;0.4694;0.4842;0.6500;0.6444;0.7436;0.6905;0.5217;0.3243;0.4000;0.3500;0.5833;0.4375;0.5455
750;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 10, 'criterion': 'gini', 'random_state': 42, 'max_features': None};0.7538;0.7840;0.7686;0.6992;0.7381;0.7181;0.5946;0.4490;0.5116;0.7100;0.4545;0.7692;0.5714;0.3000;0.1622;0.2105;0.0000;0.0000;0.0000;0.4091
751;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 10, 'criterion': 'gini', 'random_state': 42, 'max_features': 0.5};0.7591;0.8320;0.7939;0.7521;0.7222;0.7368;0.6667;0.5714;0.6154;0.7433;1.0000;0.6410;0.7813;0.5873;1.0000;0.7400;0.0000;0.0000;0.0000;0.7045
752;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 15, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'auto'};0.7143;0.7600;0.7364;0.6271;0.5873;0.6066;0.3469;0.3469;0.3469;0.6200;0.8710;0.6923;0.7714;0.5789;0.8919;0.7021;0.0000;0.0000;0.0000;0.6818
753;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 15, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'log2'};0.7222;0.7280;0.7251;0.6148;0.5952;0.6048;0.4615;0.4898;0.4752;0.6333;0.6944;0.6410;0.6667;0.5577;0.7838;0.6517;0.0000;0.0000;0.0000;0.6136
754;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 15, 'criterion': 'entropy', 'random_state': 42, 'max_features': None};0.7591;0.8320;0.7939;0.7281;0.6587;0.6917;0.5918;0.5918;0.5918;0.7200;0.7381;0.7949;0.7654;0.5909;0.7027;0.6420;0.0000;0.0000;0.0000;0.6477
755;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 15, 'criterion': 'entropy', 'random_state': 42, 'max_features': 0.5};0.7500;0.7920;0.7704;0.6641;0.6746;0.6693;0.7000;0.5714;0.6292;0.7067;0.5789;0.8462;0.6875;0.5806;0.4865;0.5294;0.0000;0.0000;0.0000;0.5795
756;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 15, 'criterion': 'gini', 'random_state': 42, 'max_features': 'auto'};0.6906;0.7680;0.7273;0.6308;0.6508;0.6406;0.4839;0.3061;0.3750;0.6433;0.8710;0.6923;0.7714;0.5789;0.8919;0.7021;0.0000;0.0000;0.0000;0.6818
757;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 15, 'criterion': 'gini', 'random_state': 42, 'max_features': 'log2'};0.7000;0.7280;0.7137;0.6491;0.5873;0.6167;0.4643;0.5306;0.4952;0.6367;0.4103;0.8205;0.5470;0.3000;0.0811;0.1277;0.0000;0.0000;0.0000;0.3977
758;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 15, 'criterion': 'gini', 'random_state': 42, 'max_features': None};0.7323;0.7440;0.7381;0.6434;0.7302;0.6840;0.5333;0.3265;0.4051;0.6700;0.4444;0.9231;0.6000;0.2000;0.0270;0.0476;0.0000;0.0000;0.0000;0.4205
759;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 15, 'criterion': 'gini', 'random_state': 42, 'max_features': 0.5};0.7348;0.7760;0.7549;0.6818;0.7143;0.6977;0.8056;0.5918;0.6824;0.7200;1.0000;0.6667;0.8000;0.5968;1.0000;0.7475;0.0000;0.0000;0.0000;0.7159
760;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 20, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'auto'};0.6838;0.7440;0.7126;0.6372;0.5714;0.6025;0.5098;0.5306;0.5200;0.6367;0.7297;0.6923;0.7105;0.5600;0.7568;0.6437;0.0000;0.0000;0.0000;0.6250
761;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 20, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'log2'};0.7778;0.6720;0.7210;0.6316;0.7619;0.6906;0.6000;0.4898;0.5393;0.6800;0.7429;0.6667;0.7027;0.5769;0.8108;0.6742;0.0000;0.0000;0.0000;0.6364
762;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 20, 'criterion': 'entropy', 'random_state': 42, 'max_features': None};0.7500;0.8400;0.7925;0.7345;0.6587;0.6946;0.5745;0.5510;0.5625;0.7167;0.7381;0.7949;0.7654;0.5909;0.7027;0.6420;0.0000;0.0000;0.0000;0.6477
763;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 20, 'criterion': 'entropy', 'random_state': 42, 'max_features': 0.5};0.8017;0.7440;0.7718;0.6552;0.7540;0.7011;0.6154;0.4898;0.5455;0.7067;0.6765;0.5897;0.6301;0.4815;0.7027;0.5714;0.0000;0.0000;0.0000;0.5568
764;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 20, 'criterion': 'gini', 'random_state': 42, 'max_features': 'auto'};0.7023;0.7360;0.7187;0.5906;0.5952;0.5929;0.4762;0.4082;0.4396;0.6233;0.7297;0.6923;0.7105;0.5600;0.7568;0.6437;0.0000;0.0000;0.0000;0.6250
765;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 20, 'criterion': 'gini', 'random_state': 42, 'max_features': 'log2'};0.7830;0.6640;0.7186;0.6408;0.7222;0.6791;0.5385;0.5714;0.5545;0.6733;0.7879;0.6667;0.7222;0.5818;0.8649;0.6957;0.0000;0.0000;0.0000;0.6591
766;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 20, 'criterion': 'gini', 'random_state': 42, 'max_features': None};0.7244;0.7360;0.7302;0.6136;0.6429;0.6279;0.4634;0.3878;0.4222;0.6400;0.4507;0.8205;0.5818;0.2667;0.1081;0.1538;0.0000;0.0000;0.0000;0.4091
767;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 20, 'criterion': 'gini', 'random_state': 42, 'max_features': 0.5};0.8571;0.6720;0.7534;0.6536;0.7937;0.7168;0.5714;0.5714;0.5714;0.7067;0.9600;0.6154;0.7500;0.5873;1.0000;0.7400;0.0000;0.0000;0.0000;0.6932
768;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 25, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'auto'};0.6148;0.6640;0.6385;0.5259;0.4841;0.5041;0.4286;0.4286;0.4286;0.5500;0.8235;0.7179;0.7671;0.6111;0.8919;0.7253;0.0000;0.0000;0.0000;0.6932
769;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 25, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'log2'};0.7419;0.7360;0.7390;0.6160;0.6111;0.6135;0.4706;0.4898;0.4800;0.6433;0.7429;0.6667;0.7027;0.5769;0.8108;0.6742;0.0000;0.0000;0.0000;0.6364
770;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 25, 'criterion': 'entropy', 'random_state': 42, 'max_features': None};0.7538;0.7840;0.7686;0.6692;0.6905;0.6797;0.6000;0.4898;0.5393;0.6967;0.7750;0.7949;0.7848;0.6087;0.7568;0.6747;0.0000;0.0000;0.0000;0.6705
771;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 25, 'criterion': 'entropy', 'random_state': 42, 'max_features': 0.5};0.8319;0.7520;0.7899;0.7216;0.5556;0.6278;0.4889;0.8980;0.6331;0.6933;0.6765;0.5897;0.6301;0.4815;0.7027;0.5714;0.0000;0.0000;0.0000;0.5568
772;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 25, 'criterion': 'gini', 'random_state': 42, 'max_features': 'auto'};0.6400;0.7680;0.6982;0.5804;0.5159;0.5462;0.5263;0.4082;0.4598;0.6033;0.8235;0.7179;0.7671;0.6111;0.8919;0.7253;0.0000;0.0000;0.0000;0.6932
773;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 25, 'criterion': 'gini', 'random_state': 42, 'max_features': 'log2'};0.7623;0.7440;0.7530;0.7075;0.5952;0.6466;0.4722;0.6939;0.5620;0.6733;0.8077;0.5385;0.6462;0.4286;0.4054;0.4167;0.0370;0.0833;0.0513;0.4205
774;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 25, 'criterion': 'gini', 'random_state': 42, 'max_features': None};0.7165;0.7280;0.7222;0.6522;0.5952;0.6224;0.5000;0.5918;0.5421;0.6500;0.9615;0.6410;0.7692;0.5763;0.9189;0.7083;0.0000;0.0000;0.0000;0.6705
775;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 25, 'criterion': 'gini', 'random_state': 42, 'max_features': 0.5};0.7563;0.7200;0.7377;0.6729;0.5714;0.6180;0.4730;0.7143;0.5691;0.6567;0.6765;0.5897;0.6301;0.4815;0.7027;0.5714;0.0000;0.0000;0.0000;0.5568
776;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 30, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'auto'};0.6284;0.7440;0.6813;0.6071;0.5397;0.5714;0.5250;0.4286;0.4719;0.6067;0.4571;0.8205;0.5872;0.2143;0.0811;0.1176;0.0000;0.0000;0.0000;0.3977
777;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 30, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'log2'};0.6739;0.7440;0.7072;0.6066;0.5873;0.5968;0.5000;0.4082;0.4494;0.6233;0.8125;0.6667;0.7324;0.6000;0.8919;0.7174;0.0000;0.0000;0.0000;0.6705
778;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 30, 'criterion': 'entropy', 'random_state': 42, 'max_features': None};0.7385;0.7680;0.7529;0.6512;0.6667;0.6588;0.5854;0.4898;0.5333;0.6800;0.7143;0.7692;0.7407;0.5682;0.6757;0.6173;0.0000;0.0000;0.0000;0.6250
779;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 30, 'criterion': 'entropy', 'random_state': 42, 'max_features': 0.5};0.7680;0.7680;0.7680;0.6602;0.5397;0.5939;0.4861;0.7143;0.5785;0.6633;0.5789;0.8462;0.6875;0.5806;0.4865;0.5294;0.0000;0.0000;0.0000;0.5795
780;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 30, 'criterion': 'gini', 'random_state': 42, 'max_features': 'auto'};0.6483;0.7520;0.6963;0.6042;0.4603;0.5225;0.4576;0.5510;0.5000;0.5967;0.4571;0.8205;0.5872;0.2143;0.0811;0.1176;0.0000;0.0000;0.0000;0.3977
781;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 30, 'criterion': 'gini', 'random_state': 42, 'max_features': 'log2'};0.7083;0.6800;0.6939;0.6033;0.5794;0.5911;0.3559;0.4286;0.3889;0.5967;0.8182;0.6923;0.7500;0.6000;0.8919;0.7174;0.0000;0.0000;0.0000;0.6818
782;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 30, 'criterion': 'gini', 'random_state': 42, 'max_features': None};0.7101;0.7840;0.7452;0.6847;0.6032;0.6414;0.5098;0.5306;0.5200;0.6667;0.8824;0.7692;0.8219;0.6078;0.8378;0.7045;0.0000;0.0000;0.0000;0.6932
783;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 30, 'criterion': 'gini', 'random_state': 42, 'max_features': 0.5};0.7236;0.7120;0.7177;0.6832;0.5476;0.6079;0.4605;0.7143;0.5600;0.6433;0.5789;0.8462;0.6875;0.5806;0.4865;0.5294;0.0000;0.0000;0.0000;0.5795
784;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 1, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'auto'};0.8033;0.7840;0.7935;0.6752;0.6270;0.6502;0.5410;0.6735;0.6000;0.7000;0.4583;0.8462;0.5946;0.2000;0.0811;0.1154;0.0000;0.0000;0.0000;0.4091
785;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 1, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'log2'};0.7881;0.7440;0.7654;0.6741;0.7222;0.6973;0.6809;0.6531;0.6667;0.7200;0.6458;0.7949;0.7126;0.6486;0.6486;0.6486;0.6667;0.1667;0.2667;0.6477
786;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 1, 'criterion': 'entropy', 'random_state': 42, 'max_features': None};0.7795;0.7920;0.7857;0.7009;0.6508;0.6749;0.6429;0.7347;0.6857;0.7233;0.6596;0.7949;0.7209;0.6389;0.6216;0.6301;0.4000;0.1667;0.2353;0.6364
787;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 1, 'criterion': 'entropy', 'random_state': 42, 'max_features': 0.5};0.7953;0.8080;0.8016;0.7031;0.7143;0.7087;0.6667;0.6122;0.6383;0.7367;0.8148;0.5641;0.6667;0.5424;0.8649;0.6667;0.5000;0.0833;0.1429;0.6250
788;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 1, 'criterion': 'gini', 'random_state': 42, 'max_features': 'auto'};0.7955;0.8400;0.8171;0.7456;0.6746;0.7083;0.6111;0.6735;0.6408;0.7433;0.9000;0.6923;0.7826;0.6071;0.9189;0.7312;0.0000;0.0000;0.0000;0.6932
789;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 1, 'criterion': 'gini', 'random_state': 42, 'max_features': 'log2'};0.7698;0.7760;0.7729;0.6800;0.6746;0.6773;0.5306;0.5306;0.5306;0.6933;0.7027;0.6667;0.6842;0.3889;0.1892;0.2545;0.2424;0.6667;0.3556;0.4659
790;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 1, 'criterion': 'gini', 'random_state': 42, 'max_features': None};0.7656;0.7840;0.7747;0.7293;0.7698;0.7490;0.5128;0.4082;0.4545;0.7167;0.7436;0.7436;0.7436;0.5652;0.7027;0.6265;0.0000;0.0000;0.0000;0.6250
791;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 1, 'criterion': 'gini', 'random_state': 42, 'max_features': 0.5};0.7984;0.8240;0.8110;0.7177;0.7063;0.7120;0.6170;0.5918;0.6042;0.7367;0.7500;0.6154;0.6761;0.5357;0.8108;0.6452;0.0000;0.0000;0.0000;0.6136
792;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 5, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'auto'};0.7674;0.7920;0.7795;0.6589;0.6746;0.6667;0.5952;0.5102;0.5495;0.6967;0.6667;0.3590;0.4667;0.6250;0.8108;0.7059;0.1053;0.1667;0.1290;0.5227
793;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 5, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'log2'};0.7619;0.7680;0.7649;0.6825;0.6825;0.6825;0.6250;0.6122;0.6186;0.7067;0.7105;0.6923;0.7013;0.5918;0.7838;0.6744;1.0000;0.0833;0.1538;0.6477
794;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 5, 'criterion': 'entropy', 'random_state': 42, 'max_features': None};0.7661;0.7600;0.7631;0.6562;0.6667;0.6614;0.6042;0.5918;0.5979;0.6933;0.6522;0.7692;0.7059;0.5897;0.6216;0.6053;0.6667;0.1667;0.2667;0.6250
795;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 5, 'criterion': 'entropy', 'random_state': 42, 'max_features': 0.5};0.7302;0.7360;0.7331;0.6462;0.6667;0.6562;0.7045;0.6327;0.6667;0.6900;0.6667;0.7692;0.7143;0.5349;0.6216;0.5750;0.0000;0.0000;0.0000;0.6023
796;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 5, 'criterion': 'gini', 'random_state': 42, 'max_features': 'auto'};0.7752;0.8000;0.7874;0.6880;0.6825;0.6853;0.5870;0.5510;0.5684;0.7100;0.3333;0.5128;0.4040;0.4545;0.1351;0.2083;0.0000;0.0000;0.0000;0.2841
797;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 5, 'criterion': 'gini', 'random_state': 42, 'max_features': 'log2'};0.7752;0.8000;0.7874;0.6612;0.6349;0.6478;0.5000;0.5102;0.5051;0.6833;0.7222;0.6667;0.6933;0.3810;0.2162;0.2759;0.2581;0.6667;0.3721;0.4773
798;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 5, 'criterion': 'gini', 'random_state': 42, 'max_features': None};0.7385;0.7680;0.7529;0.6642;0.7063;0.6846;0.5000;0.3673;0.4235;0.6767;0.8125;0.6667;0.7324;0.5660;0.8108;0.6667;0.0000;0.0000;0.0000;0.6364
799;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 5, 'criterion': 'gini', 'random_state': 42, 'max_features': 0.5};0.7820;0.8320;0.8062;0.7479;0.7063;0.7265;0.6458;0.6327;0.6392;0.7467;1.0000;0.6410;0.7813;0.5873;1.0000;0.7400;0.0000;0.0000;0.0000;0.7045
800;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 10, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'auto'};0.7520;0.7520;0.7520;0.6496;0.6032;0.6255;0.4483;0.5306;0.4860;0.6533;0.4359;0.8718;0.5812;0.2000;0.0541;0.0851;0.0000;0.0000;0.0000;0.4091
801;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 10, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'log2'};0.7597;0.7840;0.7717;0.6552;0.6032;0.6281;0.4909;0.5510;0.5192;0.6700;0.7105;0.6923;0.7013;0.6042;0.7838;0.6824;1.0000;0.1667;0.2857;0.6591
802;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 10, 'criterion': 'entropy', 'random_state': 42, 'max_features': None};0.7519;0.8000;0.7752;0.7130;0.6508;0.6805;0.6346;0.6735;0.6535;0.7167;0.6481;0.8974;0.7527;0.6250;0.5405;0.5797;0.0000;0.0000;0.0000;0.6250
803;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 10, 'criterion': 'entropy', 'random_state': 42, 'max_features': 0.5};0.7652;0.8080;0.7860;0.7265;0.6746;0.6996;0.7255;0.7551;0.7400;0.7433;1.0000;0.6410;0.7813;0.5873;1.0000;0.7400;0.0000;0.0000;0.0000;0.7045
804;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 10, 'criterion': 'gini', 'random_state': 42, 'max_features': 'auto'};0.7319;0.8080;0.7681;0.6847;0.6032;0.6414;0.4902;0.5102;0.5000;0.6733;0.4507;0.8205;0.5818;0.2143;0.0811;0.1176;0.6667;0.1667;0.2667;0.4205
805;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 10, 'criterion': 'gini', 'random_state': 42, 'max_features': 'log2'};0.7080;0.7760;0.7405;0.6357;0.6508;0.6431;0.5882;0.4082;0.4819;0.6633;0.7429;0.6667;0.7027;0.5217;0.3243;0.4000;0.2333;0.5833;0.3333;0.5114
806;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 10, 'criterion': 'gini', 'random_state': 42, 'max_features': None};0.7656;0.7840;0.7747;0.6884;0.7540;0.7197;0.5588;0.3878;0.4578;0.7067;0.4545;0.7692;0.5714;0.3000;0.1622;0.2105;0.0000;0.0000;0.0000;0.4091
807;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 10, 'criterion': 'gini', 'random_state': 42, 'max_features': 0.5};0.7744;0.8240;0.7984;0.7381;0.7381;0.7381;0.6585;0.5510;0.6000;0.7433;1.0000;0.6410;0.7813;0.5873;1.0000;0.7400;0.0000;0.0000;0.0000;0.7045
808;{'max_depth': 50, 'min_samples_split': 20, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 15, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'auto'};0.7164;0.7680;0.7413;0.6325;0.5873;0.6091;0.3469;0.3469;0.3469;0.6233;0.8710;0.6923;0.7714;0.5789;0.8919;0.7021;0.0000;0.0000;0.0000;0.6818
